x,y,h1,h2
3932500,3054500,466.0,98.5218720803472
3932500,3055500,297.0,62.587018959182856
3932500,3056500,21.0,260.15061032757967
3932500,3057500,0.0,6.43595035772265e-09
3932500,3058500,0.0,0.00023960572317935697
3932500,3059500,0.0,131.5829319352407
3932500,3060500,33.0,0.0007316500610641322
3932500,3061500,0.0,2.4917540055195303e-07
3932500,3062500,9.0,2.5477098139348726e-07
3932500,3063500,0.0,1.4640438643321092e-11
3932500,3064500,2.0,2.663962650203448e-07
3932500,3065500,2.0,0.0018885568081157891
3932500,3066500,0.0,1.1310579257323989e-05
3932500,3067500,6.0,2.8216891795189953e-10
3932500,3068500,135.0,5.787434868104311
3932500,3069500,91.0,994.2007107744638
3932500,3070500,755.0,10.93087048686607
3932500,3071500,2.0,7.680990231748263
3932500,3072500,126.0,0.3665961417875403
3932500,3073500,12.0,413.0129110565406
3932500,3074500,0.0,1.6703361088047712
3932500,3075500,24.0,0.14052407680137413
3932500,3076500,444.0,667.3407056101806
3932500,3077500,310.0,0.030497214599386768
3932500,3078500,198.0,1233.04835222454
3932500,3079500,542.0,194.71943076624052
3932500,3080500,364.0,532.3849745356035
3932500,3081500,1405.0,1.1379178235429055e-09
3932500,3082500,1876.0,3.6170069436511126e-14
3932500,3083500,2200.0,2.495852319638626e-10
3932500,3084500,1223.0,1130.5126130543078
3932500,3085500,901.0,1674.4255971934535
3932500,3086500,1015.0,1915.1321133932786
3932500,3087500,1293.0,1.0370650045263654
3932500,3088500,291.0,0.005694107608877354
3932500,3089500,1027.0,5326.060343468887
3932500,3090500,746.0,0.013505450170019613
3932500,3091500,0.0,0.012806452156003912
3932500,3092500,7.0,470.5332007634473
3932500,3093500,556.0,37.34408514727161
3932500,3094500,1236.0,3021.321395738866
3932500,3095500,3127.0,660.9074484545005
3932500,3096500,2079.0,134.46384365739382
3932500,3097500,1160.0,14.817052190237986
3932500,3098500,357.0,45.69363111316991
3932500,3099500,2418.0,0.4097590593152596
3932500,3100500,5645.0,3925.433417114506
3932500,3101500,2646.0,177.733309695231
3932500,3102500,0.0,822.3043381183069
3932500,3103500,689.0,2146.877799655733
3932500,3104500,361.0,6.565860157581194e-05
3932500,3105500,484.0,9.622964346456609
3932500,3106500,75.0,63.686765689784885
3932500,3107500,2275.0,1685.1939717925482
3932500,3108500,225.0,229.49988672024364
3932500,3109500,550.0,0.013615685994492246
3932500,3110500,1029.0,0.004217238066705337
3932500,3111500,2311.0,1.5556544454160293
3932500,3112500,249.0,552.5962296053038
3932500,3113500,31.0,825.0261972805774
3932500,3114500,388.0,189.90646446162634
3932500,3115500,360.0,148.87337293341045
3932500,3116500,1320.0,1912.5462358554457
3932500,3117500,1026.0,0.00793342837278255
3932500,3118500,315.0,194.42698948668968
3932500,3119500,58.0,2136.9701394029157
3932500,3120500,676.0,2.5673597528738807
3932500,3121500,625.0,29.471733307757322
3932500,3122500,500.0,170.36328340561403
3932500,3123500,438.0,2841.460926529521
3932500,3124500,469.0,0.019670681540380052
3932500,3125500,674.0,8.989541374216367
3932500,3126500,842.0,335.47424320627584
3932500,3127500,1840.0,867.9609287970218
3932500,3128500,4843.0,4379.44539823027
3932500,3129500,965.0,287.843086829896
3932500,3130500,3143.0,3350.4520315886625
3932500,3131500,2435.0,7896.66615550237
3932500,3132500,5497.0,2515.5915749408537
3932500,3133500,6613.0,5513.5842502891
3932500,3134500,5713.0,7038.498090955825
3932500,3135500,6326.0,5.1414455194178075
3932500,3136500,8528.0,31584.327995626125
3932500,3137500,20032.0,482.1766440472353
